ensembl_gene_id	uniprotswissprot	lddt
YMR273C	P50111	49.87
YJR055W	P46973	77.94
YDR119W-A	Q2V2P9	80.07
YAL058W	P27825	82.33
YPR154W	Q06449	67.47
YLR421C	O13563	68.61
YMR292W	Q03554	90.93
YPR026W	P48016	84.78
YBL021C	P13434	83.4
YGR065C	P53241	83.33
YOL102C	Q12272	92.32
YBL049W	P38191	83.54
YCL051W	P25579	53.03
YJL148W	P47006	69.15
YER039C-A	P0CD97	70.18
YDR421W	Q04052	67.12
YGL051W	P53176	78.91
YER058W	Q02771	84.44
YNL243W	P33338	79.7
YGL220W	P53082	82.45
YDL186W	P48568	56.89
YER110C	P40069	93.12
YLL027W	Q07821	76
YER135C	P40082	38.87
YOL060C	Q12296	64.35
YAL012W	P31373	96.44
YOL041C	Q08208	73.66
YDL198C	P38988	90.84
YHR118C	P38826	68.51
YJL097W	P40857	93.75
YDL120W	Q07540	77.75
YLR292C	P39742	93.57
YPR170W-B	P0C5R9	88.74
YKR091W	P36167	61.76
YPR016C	Q12522	90.68
YGR019W	P17649	97.69
YKL096C-B	Q8TGT2	76.13
YMR137C	P30620	72.48
YLR034C	Q12078	80.8
YOL116W	P22148	67.98
YLR016C	Q07930	86.44
YJL031C	Q00618	95.45
YOR353C	Q08817	64.3
YJR132W	P46970	85.32
YLR255C	O13574	46.07
YPL060W	Q02783	76.12
YNL333W	P53824	95.14
YCL038C	P25568	85.9
YBL035C	P38121	82.89
YJL092W	P12954	67.45
YGL010W	P25338	95.33
YML076C	Q03631	65.5
YDR379W	Q06407	58.55
YDL029W	P32381	93.54
YDR205W	Q03455	73.04
YGL090W	P53150	68.75
YLR297W	Q05899	64.59
YNL027W	P53968	43.79
YAL064C-A	Q6B2U8	94.9
YJL083W	P47030	54.42
YKL171W	P36003	54.31
YDR369C	P33301	58.54
YFL004W	P43585	74.84
YDR088C	Q02775	74.75
YPR029C	Q12028	83.39
YLR225C	Q05948	87.02
YKL025C	P36102	73.37
YDR411C	Q12743	71
YEL023C	P39992	67.46
YMR082C	Q04276	43.84
YLR047C	Q12209	75.42
YOR299W	Q08754	86.86
YDR441C	P36973	95.65
YLL022C	Q12373	72.09
YIR021W	P07266	86.25
YPL106C	P32589	94.94
YKL023W	P36103	71.17
YDR446W	Q04110	62.49
YLR395C	P04039	84.93
YNL278W	P53836	55.91
YDL183C	P48569	86.1
YCR027C	P25378	87.09
YMR022W	Q02159	94.39
YOR096W	P26786	89.98
YGR054W	P53235	83.66
YAR028W	P39548	79.51
YBL095W	P38172	84.58
YPR085C	Q06822	84.87
YDR194W-A	Q3E818	92.17
YML062C	P33441	69.11
YDR114C	Q04597	45.42
YHL048W	P38723	84.19
YOR148C	Q02521	66.03
YGR174W-A	Q8TGT8	91.68
YEL077C	Q3E7X8	60.38
YGL032C	P32781	72.81
YPL008W	P22516	80.62
YPR152C	Q06525	75.84
YOR301W	Q08760	76.7
YHR157W	P33323	34.33
YIL172C	P0CW40	98.23
YIL172C	P0CW41	98.27
YNL144C	P53907	58.54
YOR257W	P06704	92.22
YDL059C	Q12223	76.86
YML035C	P15274	80.96
YKL215C	P28273	89.94
YDR016C	Q12248	82.71
YFR048W	P43620	65.18
YNL159C	P53895	67.2
YGL179C	P43637	65.24
YPL212C	Q12211	83.46
YPL119C	P24784	75.53
YBR073W	P38086	70.51
YPL078C	P05626	82.44
YHR110W	P38819	89.18
YNL220W	P80210	95.17
YGR002C	P53201	71.8
YDR430C	P32898	93.57
YHR023W	P08964	70.98
YDR366C	P87287	59.73
YER001W	P39106	88.27
YGL134W	P53124	66.93
YGL235W	P53071	60.39
YAL007C	P39704	84.03
YDR374W-A	Q2V2P8	79.07
YMR173W	P18899	40.21
YNL184C	P53876	49.28
YPL195W	Q08951	69.21
YDR293C	P24276	72.17
YDR459C	Q03289	84.93
YDR022C	Q12421	69.7
YHR062C	P38786	88.65
YLR359W	Q05911	96.56
YBR260C	P38339	78.02
YOR032W-A	Q8TGS1	67.64
YOR223W	Q12015	74.39
YKL033W	P36097	78.3
YDR217C	P14737	51.67
YGL006W	P38929	76.12
YNL336W	P53822	85.22
YJL102W	P39677	79.45
YFR035C	P43608	37.55
YDR052C	P32325	61.45
YCL001W-A	P87012	58.69
YGR028W	P28737	83.63
YKR023W	P36119	69.64
YDL027C	Q07349	67.66
YGR283C	P53336	84.33
YLR456W	Q06199	81.65
YGR249W	P53050	59.38
YBR279W	P38351	73.38
YHR219W	P38900	57.62
YLR067C	P32522	80.33
YDR104C	Q03868	68.91
YOR076C	Q08491	74.93
YJL077W-A	Q8TGN3	69.59
YBR211C	P38313	66.83
YDL136W	P0CX84	94.11
YDL136W	P0CX85	94.15
YEL020C	P39994	93.67
YCR016W	P25617	69.4
YIL072W	P20050	66.12
YCL054W	P25582	71.56
YBR078W	P38248	85.64
YHR136C	P38839	51.53
YMR093W	Q04305	86.54
YLR040C	Q07988	67.63
YKR067W	P36148	79.55
YLL013C	Q07807	61.35
YPR060C	P32178	95.89
YJL052C-A	Q3E837	60.94
YBR063C	P38083	28.72
YKL098W	P34246	75.07
YBR028C	P38070	70.86
YLR320W	Q06164	63.25
YNL264C	P53844	93.16
YOR316C-A	Q3E806	61.98
YLL045C	P29453	91.56
YNL136W	P53911	58.5
YPL199C	Q08954	75.47
YJR083C	P47129	62.58
YDR248C	Q03786	91.28
YCR105W	P25377	97.08
YDR078C	P38957	86.89
YKL114C	P22936	92.05
YML036W	Q03705	96.34
YPL228W	O13297	70.53
YJL128C	P08018	64.03
YDR068W	P54858	66.09
YLR352W	Q06479	75.34
YJR005C-A	Q3E827	85.49
YOR061W	P19454	95.43
YBL039C-A	P0C5K9	89.39
YIL047C	P40528	73.98
YLR160C	P0CZ17	92.16
YLR160C	P0CX77	92.34
YLR160C	P0CX78	92.23
YLR160C	P0CX79	92.58
YPL018W	Q02732	78.34
YIL015W	P12630	77.38
YKL145W	P33299	78.26
YBR129C	P38271	72.59
YNL185C	P53875	77.83
YJR042W	P46673	82.04
YHL001W	P38754	96.42
YOR025W	P53687	82.28
YBL050W	P32602	94.87
YLR071C	P19263	70.76
YOR371C	Q08886	72.12
YJL209W	P07252	82.71
YLR286C	P29029	78.4
YEL044W	P32617	84.08
YDL080C	Q07471	90.88
YIR005W	P40565	89.45
YJL087C	P09880	87.79
YDR461C-A	Q2V2P7	70.57
YPL259C	Q00776	83.43
YHR181W	P38869	80.54
YGL232W	P53072	83.45
YAL040C	P13365	66.85
YIL116W	P07172	96.66
YMR307W	P22146	86.49
YLR037C	Q07987	70.15
YDR252W	P40314	82.39
YGL157W	P53111	95.2
YER180C	P32645	57.36
YPL072W	Q02863	81.83
YDL046W	Q12408	89.25
YPL130W	Q03029	41.13
YKL057C	P35729	86.29
YLL004W	P54790	71.03
YFL009W	P07834	75.22
YOL140W	P18544	95.57
YER087W	P39965	93.7
YDR540C	Q03036	94.09
YOL062C	Q99186	82.79
YPR179C	Q06623	78.91
YNL219C	P53868	95.42
YOR292C	Q08743	73.58
YBR080C	P18759	83.17
YLR100W	Q12452	93.46
YKL106C-A	Q3E7A0	82.38
YKL128C	P36069	95.71
YLR088W	P39012	90.09
YJR127C	P46974	53.92
YBL058W	P34223	71.98
YNL079C	P17536	95.69
YDR181C	Q04003	62.59
YPR096C	O13587	51.26
YJL210W	P32800	81.89
YLR216C	P53691	96.1
YGL118C	P53132	34.88
YMR021C	P35192	63.96
YBL101C	P38167	61.23
YOR027W	P15705	86.61
YCR024C-A	P32903	86.81
YNL244C	P32911	84.56
YGR012W	P53206	92.48
YMR135C	P40208	58.47
YJR134C	P47166	71.76
YDL200C	P26188	92.46
YDR108W	P46944	80.78
YFR004W	P43588	81.75
YER055C	P00498	95.09
YKL008C	P28496	83.6
YDR337W	P21771	88.98
YDR356W	P32380	72.38
YMR121C	P54780	96.54
YER091C	P05694	95.96
YDL235C	Q07688	96.84
YPL028W	P41338	97.76
YLR154C-G	Q3E813	62.69
YKL029C	P36013	89.19
YPL174C	P33420	72.12
YMR129W	P39685	77.24
YML066C	Q04658	79.81
YIL003W	P40558	85.57
YJL076W	P47035	48.6
YPR031W	Q12311	72.4
YKL119C	P32341	77.21
YGR014W	P32334	43.53
YBR021W	P05316	81.77
YDR320W-B	P0C5M0	78.57
YDL245C	P54854	84.02
YBR024W	P38072	78.31
