ENSEMBL	symbol	WikiGene	Uniprot/SWISSPROT
YHR165W-A	null	null	null
snR43	null	null	null
YMR177W	MMT1	MMT1|855215	Q03218
YER163C	null	YER163C|856910	P32656
YIL109C	SEC24	SEC24|854697	P40482
YMR173W-A	null	null	null
YLR440C	SEC39	SEC39|851161	Q12745
YOR012W	null	YOR012W|854177	Q12351
YJL207C	LAA1	LAA1|853223	P39526
YFL036W	RPO41	RPO41|850507	P13433
YLL060C	GTT2	850666|GTT2	Q12390
YPR064W	null	null	Q12492
YOL122C	SMF1	SMF1|854027	P38925
YDR300C	PRO1	PRO1|851894	P32264
tL(GAG)G	null	null	null
YHR118C	ORC6	856518|ORC6	P38826
YOL109W	ZEO1	ZEO1|854040	Q08245
YLR286C	CTS1	CTS1|850992	P29029
YPR175W	DPB2	DPB2|856305	P24482
YBL002W	HTB2	852284|HTB2	P02294
YER109C	FLO8	856845|FLO8	P40068
YMR097C	MTG1	MTG1|855122	Q03151
YBR260C	RGD1	RGD1|852563	P38339
YOL077C	BRX1	BRX1|854078	Q08235
YDR429C	TIF35	852039|TIF35	Q04067
YGL144C	ROG1	ROG1|852733	P53118
YKL096C-B	null	1500486|YKL096C-B	Q8TGT2
YDR149C	null	null	null
YHR143W	DSE2	DSE2|856546	P38844
YGL170C	SPO74	852705|SPO74	P45819
YPR160W-A	null	null	P0C5S1
YPR199C	ARR1	856329|ARR1	Q06596
YMR171C	EAR1	855207|EAR1	Q03212
YML026C	RPS18B	852061|RPS18B|854982|RPS18A	P0CX56|P0CX55
YDR033W	MRH1	MRH1|851597	Q12117
YLR061W	RPL22A	RPL22A|850750	P05749
RPR1	null	null	null
YPL216W	null	YPL216W|855885	Q08964
YGL218W	null	null	P53084
YNL192W	CHS1	855529|CHS1	P08004
snR53	null	null	null
YDR287W	INM2	INM2|851881	Q05533
YNL175C	NOP13	NOP13|855547	P53883
YMR256C	COX7	COX7|855298	P10174
YPL113C	null	YPL113C|855990	Q02961
YDR539W	FDC1	852152|FDC1	Q03034
tS(AGA)D1	null	null	null
YJL014W	CCT3	CCT3|853438	P39077
YLL014W	EMC6	850646|EMC6	Q12431
YPR150W	null	null	O13572
YNL140C	null	null	P53910
YHR133C	NSG1	NSG1|856535	P38837
YLL066W-B	null	1466404|YLL066W-B	Q8TGJ7
Q0255	null	854623|Q0255	P03881
YOR039W	CKB2	CKB2|854204	P38930
YLR411W	CTR3	851129|CTR3	Q06686
YNR008W	LRO1	LRO1|855742	P40345
YCL028W	RNQ1	850329|RNQ1	P25367
YMR117C	SPC24	855144|SPC24	Q04477
YDR320W-B	null	null	P0C5M0
YER189W	null	856939|YER189W	P40104
tI(AAU)G	null	null	null
YIL156W	UBP7	UBP7|854650	P40453
YPR159W	KRE6	KRE6|856287	P32486
YNL331C	AAD14	AAD14|855385	P42884
YDL008W	APC11	851554|APC11	Q12157
YER040W	GLN3	856763|GLN3	P18494
YDL050C	null	null	Q07355
YJR059W	PTK2	853522|PTK2	P47116
YCR079W	PTC6	PTC6|850441	P25646
YGL036W	null	852847|YGL036W	P53185
YNL163C	RIA1	RIA1|855558	P53893
YPR170C	null	null	null
YER091C-A	null	null	Q02590
YBR145W	ADH5	852442|ADH5	P38113
YJL106W	IME2	853338|IME2	P32581
YLR070C	XYL2	850759|XYL2	Q07993
YDL078C	MDH3	MDH3|851481	P32419
YPR067W	ISA2	856180|ISA2	Q12425
YJR133W	XPT1	XPT1|853597	P47165
YLL002W	RTT109	850658|RTT109	Q07794
snR36	null	null	null
YOR083W	WHI5	854249|WHI5	Q12416
YOR109W	INP53	INP53|854276	Q12271
YGR039W	null	null	P53225
YMR011W	HXT2	855023|HXT2	P23585
YJL031C	BET4	BET4|853421	Q00618
YEL042W	GDA1	856669|GDA1	P32621
YDL012C	null	YDL012C|851550	Q12489
YLR080W	EMP46	850769|EMP46	Q12396
YKL028W	TFA1	TFA1|853840	P36100
YDR189W	SLY1	SLY1|851770	P22213
YDR309C	GIC2	GIC2|851904	Q06648
YLR141W	RRN5	RRN5|850832	Q02983
tG(GCC)P2	null	null	null
YEL009C-A	null	null	null
YAL037C-B	null	null	Q8TGR8
YDR399W	HPT1	852008|HPT1	Q04178
YFL055W	AGP3	850489|AGP3	P43548
YNL091W	NST1	NST1|855633	P53935
YPL271W	ATP15	855857|ATP15	P21306
YHR112C	null	YHR112C|856512	P38716
YDR387C	null	851995|YDR387C	Q04162
YPL190C	NAB3	NAB3|855911	P38996
YLR146W-A	null	YLR146W-A|3799977	Q2V2P1
YMR299C	DYN3	DYN3|855345	Q04949
YHR166C	CDC23	CDC23|856571	P16522
YGR178C	PBP1	PBP1|853089	P53297
YIL051C	MMF1	854760|MMF1	P40185
YDR406W	PDR15	PDR15|852015	Q04182
YOL107W	null	YOL107W|854043	Q12239
YIL029C	null	YIL029C|854783	P40538
YNL182C	IPI3	855539|IPI3	P53877
tD(GUC)J4	null	null	null
YPR141C	KAR3	KAR3|856263	P17119
YGR067C	null	852958|YGR067C	P53243
YHR177W	null	856582|YHR177W	P38867
YDR078C	SHU2	SHU2|851650	P38957
YMR081C	ISF1	ISF1|855105	P32488
YAL060W	BDH1	BDH1|851239	P39714
YLL003W	SFI1	850657|SFI1	Q12369
YLR208W	SEC13	SEC13|850905	Q04491
YMR135W-A	null	null	Q6B0X1
tI(AAU)E1	null	null	null
YNL123W	NMA111	NMA111|855600	P53920
YOR106W	VAM3	854273|VAM3	Q12241
YGR093W	null	852985|YGR093W	P53255
YLR360W	VPS38	851074|VPS38	Q05919
YBR135W	CKS1	CKS1|852432	P20486
YIL160C	POT1	854646|POT1	P27796
YNL272C	SEC2	855449|SEC2	P17065
YJL001W	PRE3	PRE3|853456	P38624
YLR456W	null	YLR456W|851178	Q06199
YNL223W	ATG4	855498|ATG4	P53867
YNL303W	null	null	P53827
YGL169W	SUA5	SUA5|852707	P32579
YOL162W	null	854002|YOL162W	P0CF19
YGL225W	VRG4	VRG4|852647	P40107
YMR091C	NPL6	NPL6|855116	P32832
YLR237W	THI7	THI7|850938	Q05998
YKL089W	MIF2	MIF2|853773	P35201
YMR065W	KAR5	855087|KAR5	Q04746
YOR231C-A	null	null	Q8TGL2
YJL153C	INO1	INO1|853288	P11986
tV(AAC)H	null	null	null
YBR198C	TAF5	TAF5|852497	P38129
YML059C	NTE1	854943|NTE1	Q04958
YOR387C	null	854569|YOR387C	Q08910
YLR205C	HMX1	850902|HMX1	P32339
YOR241W	MET7	854415|MET7	Q08645
tP(UGG)H	SUF8	null	null
YNL030W	HHF2	855701|852294|HHF1|HHF2	P02309
YBL045C	COR1	COR1|852235	P07256
YDR389W	SAC7	851997|SAC7	P17121
YML006C	GIS4	GIS4|855006	Q04233
YLR177W	null	YLR177W|850874	Q06251
YNL281W	HCH1	HCH1|855440	P53834
YOL052C	SPE2	SPE2|854105	P21182
YML109W	ZDS2	ZDS2|854931	P54786
YHR116W	COX23	856516|COX23	P38824
YHL050C	null	YHL050C|856335	P38721
YKL160W	ELF1	ELF1|853697	P36053
YER172C-A	null	null	null
YCL035C	GRX1	850322|GRX1	P25373
YIR005W	IST3	854821|IST3	P40565
YPL152W-A	null	YPL152W-A|1466519	Q8TGR9
YLR307C-A	null	YLR307C-A|1466419	Q3E825
YGL199C	null	null	P53092
YOL067C	RTG1	RTG1|854087	P32607
YDR089W	null	YDR089W|851663	P38966
YPL122C	TFB2	TFB2|855981	Q02939
YBL005W	PDR3	PDR3|852278	P33200
YCL039W	GID7	GID7|850318	P25569
YBR089C-A	NHP6B	852386|NHP6B	P11633
YKR077W	MSA2	853952|MSA2	P36157
YFL047W	RGD2	RGD2|850497	P43556
YJL118W	null	853323|YJL118W	P47022
YMR169C	ALD3	ALD3|855205	P54114
tY(GUA)F2	SUP6	null	null
YDL086W	null	YDL086W|851472	Q07505
YIL064W	SEE1	854746|SEE1	P40516
YGL048C	RPT6	852834|RPT6	Q01939
YMR162C	DNF3	855197|DNF3	Q12674
YDR322C-A	TIM11	851922|TIM11	P81449
YNR023W	SNF12	855757|SNF12	P53628
YNL064C	YDJ1	855661|YDJ1	P25491
snR11	null	null	null
YCR031C	RPS14A	RPS14A|850397	P06367
YEL011W	GLC3	856705|GLC3	P32775
YNL237W	YTP1	YTP1|855484	P53584
YDL097C	RPN6	RPN6|851461	Q12377
YDR069C	DOA4	DOA4|851641	P32571
YDL075W	RPL31A	RPL31A|851484	P0C2H8
YFR009W	GCN20	GCN20|850561	P43535
YGR033C	TIM21	852921|TIM21	P53220
YJR109C	CPA2	CPA2|853573	P03965
tI(AAU)N1	null	null	null
YJR123W	RPS5	RPS5|853587	P26783
YKL025C	PAN3	PAN3|853843	P36102
YLR176C	RFX1	850873|RFX1	P48743
YDR418W	RPL12B	RPL12A|RPL12B|856656|852026	P0CX54|P0CX53
YDR461W	MFA1	852072|MFA1	P34165
YBR152W	SPP381	852449|SPP381	P38282
YKL173W	SNU114	853681|SNU114	P36048
YDR455C	null	null	P87271
YCR020C-A	MAK31	850383|MAK31	P23059
YAL040C	CLN3	CLN3|851191	P13365
YDL161W	ENT1	ENT1|851392	Q12518
YHR002W	LEU5	856391|LEU5	P38702
YCR020W-B	HTL1	HTL1|850384	Q9URQ5
YGL159W	null	YGL159W|852717	P53110
YDR015C	null	null	Q12195
YGR038C-A	null	YGR038C-A|852929	Q12485
tE(UUC)G2	null	null	null
YBR268W	MRPL37	852571|MRPL37	P36532
YJL011C	RPC17	RPC17|853442	P47076
YMR046W-A	null	null	Q6B0Y5
YOL159C-A	null	YOL159C-A|854005	Q3E769
YLR277C	YSH1	850983|YSH1	Q06224
YDL246C	SOR2	SOR2|851351	Q07786
YBL008W	HIR1	HIR1|852275	P32479
YDR506C	null	852117|YDR506C	Q04399
YDR021W	FAL1	FAL1|851584	Q12099
YOL015W	IRC10	IRC10|854145	Q08118
tD(GUC)G2	null	null	null
YEL056W	HAT2	HAT2|856654	P39984
YBR137W	null	852434|YBR137W	P38276
snR9	null	null	null
YBR296C-A	null	1466451|YBR296C-A	Q8TGU5
YHR001W	OSH7	OSH7|856389	P38755
YGL211W	NCS6	NCS6|852661	P53088
YDR003W	RCR2	851566|RCR2	Q03446
YIR027C	DAL1	854845|DAL1	P32375
YPL093W	NOG1	856012|NOG1	Q02892
YER159C-A	null	855071|856907|YER159C-A|851913|YDR316W-A|YGR161C-C|YMR051C|853069	P0CX68|P0CX67|P0CX66|P0CX65|P0CX69
YGL152C	null	null	P53113
YHR022C-A	null	YHR022C-A|1466527	Q8TGT6
YPL139C	UME1	UME1|855964	Q03010
YCR063W	BUD31	850427|BUD31	P25337
YNL126W	SPC98	SPC98|855597	P53540
YKR055W	RHO4	853929|RHO4	Q00246
YML043C	RRN11	854964|RRN11	Q04712
YPL090C	RPS6A	852479|856015|RPS6B|RPS6A	P0CX38|P0CX37
YIL062C	ARC15	854748|ARC15	P40518
YMR166C	null	YMR166C|855202	Q03829
YPL025C	null	null	Q02659
YBR193C	MED8	MED8|852492	P38304
YLR424W	SPP382	SPP382|851143	Q06411
YNL136W	EAF7	855586|EAF7	P53911
YDR514C	null	852126|YDR514C	Q04408
YBR008C	FLR1	FLR1|852293	P38124
YFL045C	SEC53	850499|SEC53	P07283
YJR049C	UTR1	853508|UTR1	P21373
YFL023W	BUD27	850521|BUD27	P43573
YOR057W	SGT1	SGT1|854222	Q08446
YPL060W	MFM1	MFM1|856045	Q02783
YGL004C	RPN14	RPN14|852880	P53196
YJR015W	null	853472|YJR015W	P47090
YMR241W	YHM2	855282|YHM2	Q04013
YMR253C	null	855295|YMR253C	Q04835
YMR136W	GAT2	GAT2|855167	P40209
YGR084C	MRP13	852975|MRP13	P12686
YKL166C	TPK3	853688|TPK3	P05986
YBR022W	POA1	POA1|852310	P38218
YBR014C	GRX7	852302|GRX7	P38068
YFL012W-A	null	null	Q03186
YLR299C-A	null	null	Q8TGM3
snR3	null	null	null
RNA170	null	null	null
YPL185W	null	null	Q08927
YLR261C	VPS63	null	O13549
YJR075W	HOC1	HOC1|853538	P47124
YDR291W	HRQ1	851885|HRQ1	Q05549
YDR499W	LCD1	LCD1|852110	Q04377
YJL008C	CCT8	853447|CCT8	P47079
YIL071C	PCI8	854739|PCI8	P40512
YPL157W	TGS1	855946|TGS1	Q12052
YDR022C	CIS1	CIS1|851585	Q12421
YKR039W	GAP1	853912|GAP1	P19145
YPR055W	SEC8	SEC8|856168	P32855
tM(CAU)O2	EMT2	null	null
YMR064W	AEP1	855086|AEP1	P32493
YHR120W	MSH1	856520|MSH1	P25846
YPL273W	SAM4	855855|SAM4	Q08985
YPR092W	null	null	O13586
YDR262W	null	851855|YDR262W	Q12331
YDR538W	PAD1	852150|PAD1	P33751
YMR222C	FSH2	855262|FSH2	Q05015
YFL017C	GNA1	GNA1|850529	P43577
YJL050W	MTR4	853397|MTR4	P47047
YML092C	PRE8	PRE8|854882	P23639
YLL053C	null	YLL053C|850673	P0CD98
YDR542W	PAU10	PAU10|852155	Q03050
YER016W	BIM1	856736|BIM1	P40013
YDR184C	ATC1	851765|ATC1	Q04005
YDL010W	GRX6	GRX6|851551	Q12438
YDL154W	MSH5	851401|MSH5	Q12175
YCR024C-A	PMP1	850389|PMP1	P32903
YOR020C	HSP10	854185|HSP10	P38910
YDR378C	LSM6	851984|LSM6	Q06406
YBR222C	PCS60	852523|PCS60	P38137
YDR296W	MHR1	851890|MHR1	Q06630
YAL044C	GCV3	GCV3|851254	P39726
YJL122W	ALB1	ALB1|853320	P47019
YML070W	DAK1	854932|DAK1	P54838
YLR071C	RGR1	RGR1|850760	P19263
YMR315W-A	null	YMR315W-A|1466508	Q8TGS4
YKL154W	SRP102	853702|SRP102	P36057
YBR050C	REG2	REG2|852340	P38232
YNL318C	HXT14	HXT14|855398	P42833
YLR179C	null	850876|YLR179C	Q06252
YLR438C-A	LSM3	851159|LSM3	P57743
YGR292W	MAL12	MAL12|853209	P53341
YHL040C	ARN1	856345|ARN1	P38731
YOR045W	TOM6	TOM6|854210	P33448
YPL131W	RPL5	RPL5|855972	P26321
YMR195W	ICY1	ICY1|855235	Q04329
YJR138W	IML1	853603|IML1	P47170
YLR060W	FRS1	850749|FRS1	P15624
YCR097W	HMRA1	850459|HMRA1	P0CY11|P0CY10
YJL127W-A	null	null	P0C5P1
YPR170W-A	null	null	P0C5R8
YFR010W	UBP6	UBP6|850562	P43593
YLL018C-A	COX19	850642|COX19	Q3E731
YFL012W	null	850535|YFL012W	P43580
YDR118W-A	null	null	P0C5L7
YNL314W	DAL82	DAL82|855402	P21705
YOL126C	MDH2	MDH2|853994	P22133
YEL003W	GIM4	856715|GIM4	P40005
tP(AGG)N	SUF10	null	null
YBL059C-A	CMC2	CMC2|852220	Q3E7A4
YJL048C	UBX6	UBX6|853399	P47049
YNL250W	RAD50	RAD50|855471	P12753
YKL142W	MRP8	853715|MRP8	P35719
YHR108W	GGA2	GGA2|856508	P38817
YLR227W-A	null	YLR227W-A|854968|YML040W|850926|853483|YJR026W	P0CX76|P0CX75|P0CX74
snR6	null	null	null
tW(CCA)K	null	null	null
YOR376W-A	null	YOR376W-A|1466488	Q3E805
YFR016C	null	YFR016C|850570	P43597
YHR165C	PRP8	856570|PRP8	P33334
YAR028W	null	YAR028W|851280	P39548
YFR038W	IRC5	850599|IRC5	P43610
YGR281W	YOR1	853198|YOR1	P53049
YPR114W	null	856230|YPR114W	Q06107
tM(CAU)M	EMT4	null	null
YHR028W-A	null	null	null
YJL206C	null	YJL206C|853224	P39529
YPR142C	null	null	O13570
YOR087W	YVC1	YVC1|854255	Q12324
YLL015W	BPT1	850645|BPT1	P14772
YGR222W	PET54	PET54|853137	P10834
YKL112W	ABF1	ABF1|853748	P14164
YER106W	MAM1	MAM1|856843	P40065
YPR029C	APL4	856141|APL4	Q12028
YDR312W	SSF2	SSF2|851907	Q12153
YMR218C	TRS130	TRS130|855258	Q03660
YGL143C	MRF1	852734|MRF1	P30775
YPL222W	FMP40	855879|FMP40	Q08968
YDR263C	DIN7	851856|DIN7	Q12086
YHL021C	AIM17	856365|AIM17	P23180
YNL157W	IGO1	IGO1|855565	P53897
YPL257W-B	null	YPL257W-B|855817	Q12414
YDR167W	TAF10	851745|TAF10	Q12030
YGR007W	ECT1	ECT1|852890	P33412
YOL125W	TRM13	TRM13|853995	Q12383
YPR194C	OPT2	OPT2|856324	Q06593
Q0065	AI4	854596|AI4	P03878
YBR054W	YRO2	YRO2|852343	P38079
YBL106C	SRO77	SRO77|852168	P38163
YKR088C	TVP38	853963|TVP38	P36164
YNR043W	MVD1	MVD1|855779	P32377
YOL011W	PLB3	854151|PLB3	Q08108
YLR168C	UPS2	850865|UPS2	P35200
YML099C	ARG81	ARG81|854874	P05085
YJL024C	APS3	APS3|853429	P47064
YOL026C	MIM1	MIM1|854131	Q08176
YGL016W	KAP122	KAP122|852868	P32767
YMR030W	RSF1	RSF1|855045	Q05043
YDR247W	VHS1	851834|VHS1	Q03785
YLR274W	MCM5	MCM5|850980	P29496
YBL108W	null	null	P38161
YDR144C	MKC7	851722|MKC7	P53379
YJL010C	NOP9	853445|NOP9	P47077
YJL138C	TIF2	853933|853303|TIF2|TIF1	P10081
YLR066W	SPC3	850755|SPC3	Q12133
YPR107C	YTH1	856222|YTH1	Q06102
YJL033W	HCA4	853419|HCA4	P20448
YMR247C	RKR1	855289|RKR1	Q04781
YER113C	TMN3	856849|TMN3	P40071
YGR046W	TAM41	TAM41|852937	P53230
YLR183C	TOS4	TOS4|850880	Q06266
YDR482C	CWC21	852093|CWC21	Q03375
YGL087C	MMS2	MMS2|852793	P53152
YER157W	COG3	856901|COG3	P40094
YHR036W	BRL1	856431|BRL1	P38770
YOR110W	TFC7	TFC7|854277	Q12415
YOR044W	IRC23	IRC23|854209	Q08416
YGL007C-A	null	YGL007C-A|1466455	Q8TGU0
YGR122C-A	null	null	P0C5N2
YIL044C	AGE2	854767|AGE2	P40529
tP(UGG)A	TRN1	null	null
YDL109C	null	YDL109C|851449	Q12103
YJL015C	null	null	P47073
YBR166C	TYR1	TYR1|852464	P20049
YLR147C	SMD3	850839|SMD3	P43321
YKL013C	ARC19	ARC19|853856	P33204
YMR267W	PPA2	PPA2|855309	P28239
YOL012C	HTZ1	HTZ1|854150	Q12692
YOR230W	WTM1	854405|WTM1	Q12363
YLR037C	PAU23	PAU23|850726	Q07987
YPL245W	null	855831|YPL245W	Q12179
YMR272W-A	null	null	Q8TGM0
YDR396W	null	null	O13522
YEL019C	MMS21	MMS21|856695	P38632
YJR149W	null	853614|YJR149W	P47177
YOR223W	null	YOR223W|854398	Q12015
YLR112W	null	null	Q12130
tS(CGA)C	SUP61	null	null
YLR105C	SEN2	850795|SEN2	P16658
YGL133W	ITC1	852744|ITC1	P53125
YBL064C	PRX1	852215|PRX1	P34227
YGR049W	SCM4	852940|SCM4	P32564
YDR208W	MSS4	MSS4|851789	P38994
YER005W	YND1	YND1|856722	P40009
YGR043C	NQM1	NQM1|852934	P53228
YHR132C	ECM14	ECM14|856533	P38836
YOL070C	NBA1	NBA1|854084	Q08229
YGR126W	null	YGR126W|853027	P53274
YJL093C	TOK1	TOK1|853352	P40310
YNR050C	LYS9	LYS9|855786	P38999
YDR042C	null	YDR042C|851612	Q03205
YMR318C	ADH6	855368|ADH6	Q04894
YNL027W	CRZ1	855704|CRZ1	P53968
YDR543C	null	null	Q03051
YKR038C	KAE1	853910|KAE1	P36132
YPR069C	SPE3	856182|SPE3	Q12074
YOR385W	null	YOR385W|854567	Q08909
YPR193C	HPA2	HPA2|856323	Q06592
YBR114W	RAD16	RAD16|852411	P31244
YBR138C	null	852435|YBR138C	P38277
YBR024W	SCO2	SCO2|852312	P38072
YLR219W	MSC3	MSC3|850916	Q05812
YBR283C	SSH1	852586|SSH1	P38353
YDR520C	URC2	URC2|852133	Q04411
YNL153C	GIM3	855569|GIM3	P53900
YJL212C	OPT1	853218|OPT1	P40897
tS(AGA)H	null	null	null
YLR103C	CDC45	CDC45|850793	Q08032
YMR252C	null	855294|YMR252C	Q04814
YOR386W	PHR1	854568|PHR1	P05066
YBR213W	MET8	852514|MET8	P15807
YHL034C	SBP1	856351|SBP1	P10080
YLR304C	ACO1	ACO1|851013	P19414
YPR185W	ATG13	856315|ATG13	Q06628
YDR102C	null	null	Q03864
YMR310C	null	YMR310C|855358	Q04867
YBL001C	ECM15	ECM15|852285	P35195
YDL047W	SIT4	SIT4|851513	P20604
YLR376C	PSY3	851091|PSY3	Q12318
YPL249C-A	RPL36B	855826|RPL36B	O14455
YOR270C	VPH1	VPH1|854444	P32563
YDR171W	HSP42	HSP42|851751	Q12329
YLR084C	RAX2	850773|RAX2	Q12465
YPR165W	RHO1	856294|RHO1	P06780
YER017C	AFG3	856737|AFG3	P39925
YHR064C	SSZ1	SSZ1|856461	P38788
YDR513W	GRX2	GRX2|852124	P17695
YIL005W	EPS1	854812|EPS1	P40557
YLR160C	ASP3-4	850850|850852|850855|850857|ASP3-1|ASP3-3|ASP3-2|ASP3-4	P0CX79|P0CX78|P0CX77|P0CZ17
YDR110W	FOB1	851688|FOB1	O13329
YAL031C	GIP4	851202|GIP4	P39732
YPR052C	NHP6A	856165|NHP6A	P11632
YKL135C	APL2	853723|APL2	P36000
YKR014C	YPT52	YPT52|853884	P36018
YBR218C	PYC2	852519|PYC2	P32327
YNL208W	null	855513|YNL208W	P40159
YMR157C	AIM36	855189|AIM36	Q03798
YIL052C	RPL34B	854759|RPL34B	P40525
YGR123C	PPT1	PPT1|853023	P53043
YJL159W	HSP150	HSP150|853281	P32478
YDR253C	MET32	851840|MET32	Q12041
YCR087C-A	null	YCR087C-A|850449	P37263
YBR182C-A	null	YBR182C-A|1466446	Q8TGU6
YEL009C	GCN4	GCN4|856709	P03069
YFR026C	ULI1	ULI1|850583	P43604
YCL042W	null	850315|YCL042W	P25572
YMR042W	ARG80	ARG80|855059	P07249
YGR022C	null	null	P53213
YJR063W	RPA12	853526|RPA12	P32529
YOR116C	RPO31	854283|RPO31	P04051
YOL016C	CMK2	854144|CMK2	P22517
YNL034W	null	YNL034W|855697	P53963
YDL117W	CYK3	CYK3|851440	Q07533
YKL086W	SRX1	853776|SRX1	P36077
YEL061C	CIN8	856648|CIN8	P27895
YIL115W-A	null	null	null
YLL067W-A	null	850476|YFL068W	P0CY01|P0CY00|P0CX99
YHR151C	MTC6	MTC6|856556	P38849
tD(GUC)I1	null	null	null
YLR135W	SLX4	SLX4|850826	Q12098
YHR182C-A	null	null	null
YNL152W	INN1	855570|INN1	P53901
snR24	null	null	null
YDL180W	null	YDL180W|851374	Q12301
YJL026W	RNR2	853427|RNR2	P09938
snR65	null	null	null
YER056C	FCY2	FCY2|856783	P17064
YPR120C	CLB5	CLB5|856237	P30283
YGL208W	SIP2	SIP2|852664	P34164
YCL014W	BUD3	850345|BUD3	P25558
YFL031W	HAC1	850513|HAC1	P41546
YIL039W	TED1	854772|TED1	P40533
YOR174W	MED4	MED4|854345	Q12343
YIL021C-A	null	null	Q8TGN4
YPR161C	SGV1	856290|SGV1	P23293
YJL006C	CTK2	CTK2|853450	P46962
YNR039C	ZRG17	855775|ZRG17	P53735
YDR128W	MTC5	851706|MTC5	Q03897
YDR059C	UBC5	851631|UBC5	P15732
YPR102C	RPL11A	RPL11A|856217	P0C0W9
YFL022C	FRS2	850522|FRS2	P15625
YHR035W	null	YHR035W|856430	P38769
YLR217W	null	null	O13532
YBR296C	PHO89	PHO89|852599	P38361
YGL056C	SDS23	SDS23|852824	P53172
YGR209C	TRX2	853123|TRX2	P22803
YBR089W	null	null	P38252
tP(UGG)O1	null	null	null
YCR108C	null	YCR108C|1466400	Q3E819
tQ(UUG)B	null	null	null
YGL008C	PMA1	852876|PMA1	P05030
YLR382C	NAM2	851098|NAM2	P11325
tK(CUU)E2	null	null	null
YBR272C	HSM3	HSM3|852575	P38348
YFR031C	SMC2	850589|SMC2	P38989
YOL010W	RCL1	RCL1|854152	Q08096
YDR463W	STP1	STP1|852074	Q00947
YLR154C-H	null	YLR157C-C|YLR156C-A|YLR159C-A|1466415|1466414|1466411|YLR154C-H|1466410	P0CY05|P0CY04|P0CY03|P0CY02
YBR107C	IML3	852404|IML3	P38265
YGL077C	HNM1	852803|HNM1	P19807
YHR214C-B	null	YHR214C-B|856623	O13535
YJL205C	NCE101	NCE101|853225	Q02820
YJR016C	ILV3	ILV3|853473	P39522
YAR009C	null	851268|YAR009C	O13527
YPL106C	SSE1	855998|SSE1	P32589
YPL102C	null	null	O13517
YJL184W	GON7	GON7|853255	P46984
YIL061C	SNP1	854749|SNP1	Q00916
YNL177C	MRPL22	855544|MRPL22	P53881
YLR335W	NUP2	851048|NUP2	P32499
YOR362C	PRE10	854544|PRE10	P21242
YER033C	ZRG8	ZRG8|856755	P40021
YDL093W	PMT5	PMT5|851464	P52867
YNL238W	KEX2	855483|KEX2	P13134
YNL080C	EOS1	EOS1|855644	P53938
YMR215W	GAS3	855255|GAS3	Q03655
YEL053W-A	null	null	null
YBR126C	TPS1	852423|TPS1	Q00764
YDR145W	TAF12	TAF12|851723	Q03761
YMR083W	ADH3	ADH3|855107	P07246
YIL143C	SSL2	SSL2|854663	Q00578
YLR405W	DUS4	DUS4|851121	Q06063
YML100W	TSL1	TSL1|854872	P38427
YOL005C	RPB11	RPB11|854157	P38902
YDR521W	null	null	P87273
YCR049C	null	null	P25629
YKR078W	null	853953|YKR078W	P36158
YPL060C-A	null	null	null
YKR052C	MRS4	MRS4|853926	P23500
YGL197W	MDS3	MDS3|852678	P53094
YOR252W	TMA16	854426|TMA16	Q08687
YDR280W	RRP45	851874|RRP45	Q05636
YEL038W	UTR4	UTR4|856673	P32626
YGR224W	AZR1	853139|AZR1	P50080
YGR259C	null	null	P53321
YPR068C	HOS1	856181|HOS1	Q12214
YMR294W	JNM1	855339|JNM1	P36224
YHR086W-A	null	YHR086W-A|1466529	Q3E746
YLR157C	ASP3-2	850850|850852|850855|850857|ASP3-1|ASP3-3|ASP3-2|ASP3-4	P0CX79|P0CX78|P0CX77|P0CZ17
YOR022C	null	854187|YOR022C	Q12204
YLR306W	UBC12	851015|UBC12	P52491
YNL132W	KRE33	855591|KRE33	P53914
YER172C	BRR2	856919|BRR2	P32639
YPL091W	GLR1	GLR1|856014	P41921
YPR007C	REC8	REC8|856115	Q12188
YGR190C	null	null	P53302
YPR182W	SMX3	SMX3|856312	P54999
YHL009C	YAP3	YAP3|856377	P38749
YJL147C	null	853294|YJL147C	P47007
YJR136C	TTI2	853601|TTI2	P47168
YDL007C-A	null	YDL007C-A|3799969	Q2V2Q0
YIL055C	null	854756|YIL055C	P40523
YNR059W	MNT4	MNT4|855796	P53745
YOL152W	FRE7	854013|FRE7	Q12333
YPL080C	null	null	Q02826
YDR187C	null	null	null
YJL074C	SMC3	853371|SMC3	P47037
YGR068C	ART5	ART5|852960	P53244
YIR036C	IRC24	854854|IRC24	P40580
YAL047C	SPC72	SPC72|851250	P39723
YBR011C	IPP1	IPP1|852296	P00817
YIR018C-A	null	1466494|YIR018C-A	Q3E7Z3
YAL068C	PAU8	PAU9|PAU8|PAU11|851229|852163|852630	Q3E770|P0CE93|P0CE92
YML110C	COQ5	854930|COQ5	P49017
YMR044W	IOC4	855061|IOC4	Q04213
YMR110C	HFD1	HFD1|855137	Q04458
YER175W-A	null	1466537|YER175W-A	Q8TGU4
YEL020W-A	TIM9	856693|TIM9	O74700
YKL024C	URA6	853844|URA6	P15700
YJL210W	PEX2	853219|PEX2	P32800
YIL102C-A	null	YIL102C-A|3799974	Q2V2P5
YMR257C	PET111	PET111|855299	P08468
YLR453C	RIF2	RIF2|851174	Q06208
YOL092W	null	854061|YOL092W	Q12010
YHR037W	PUT2	PUT2|856432	P07275
